crop ID,soil_type,Seedling Stage,MOI,temp,humidity,result
Carrot,Black Soil,Germination,75,19,90.0,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,11,22,87.7,0
Wheat,Red Soil,Pollination,32,31,60.1,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,59,23,77.3,0
Wheat,Sandy Soil,Seedling Stage,43,24,76.1,0
Tomato,Loam Soil,Germination,50,21,82.6,1
Chilli,Black Soil,Germination,52,19,87.2,1
Wheat,Clay Soil,Germination,36,41,18.1,1
Chilli,Red Soil,Seedling Stage,18,21,87.6,0
Wheat,Clay Soil,Harvest,13,32,33.9,0
Tomato,Black Soil,Flowering,7,38,49.3,1
Tomato,Clay Soil,Germination,6,16,90.9,0
Wheat,Black Soil,Flowering,92,38,54.2,1
Wheat,Chalky Soil,Seedling Stage,24,26,52.2,0
Wheat,Loam Soil,Pollination,72,17,90.9,1
Wheat,Alluvial Soil,Maturation,21,22,82.9,0
Carrot,Clay Soil,Germination,57,37,25.2,0
Chilli,Loam Soil,Fruit/Grain/Bulb Formation,51,18,90.0,1
Wheat,Sandy Soil,Seedling Stage,13,19,90.3,0
Chilli,Sandy Soil,Germination,73,38,63.7,0
Chilli,Red Soil,Germination,14,22,68.8,1
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,70,16,90.8,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,73,18,85.7,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,75,26,66.6,1
Carrot,Black Soil,Flowering,100,40,19.2,0
Wheat,Red Soil,Pollination,58,18,88.8,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,24,43,19.9,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,32,33,58.3,0
Potato,Sandy Soil,Fruit/Grain/Bulb Formation,13,17,87.5,0
Wheat,Red Soil,Maturation,70,37,32.0,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,39,44,17.8,1
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,15,19,75.3,0
Potato,Clay Soil,Germination,29,18,85.8,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,94,20,87.9,0
Wheat,Sandy Soil,Pollination,8,21,72.9,0
Chilli,Loam Soil,Seedling Stage,5,42,77.9,1
Wheat,Sandy Soil,Flowering,68,33,55.9,0
Wheat,Clay Soil,Pollination,22,18,82.7,0
Carrot,Red Soil,Vegetative Growth / Root or Tuber Development,49,32,64.4,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,76,30,72.2,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,45,44,25.3,1
Tomato,Alluvial Soil,Pollination,3,29,62.5,1
Wheat,Loam Soil,Flowering,24,31,58.7,0
Carrot,Loam Soil,Pollination,68,33,76.0,1
Wheat,Black Soil,Harvest,73,42,16.2,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,8,18,90.9,0
Tomato,Red Soil,Germination,13,38,58.0,1
Wheat,Loam Soil,Flowering,35,19,87.9,1
Chilli,Sandy Soil,Germination,94,29,57.2,0
Wheat,Black Soil,Flowering,30,34,63.1,0
Wheat,Alluvial Soil,Maturation,8,46,16.3,1
Chilli,Sandy Soil,Germination,25,45,16.5,0
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,26,34,44.8,1
Chilli,Clay Soil,Seedling Stage,31,43,19.8,1
Chilli,Red Soil,Seedling Stage,80,15,90.0,1
Tomato,Red Soil,Seedling Stage,22,21,65.4,0
Carrot,Sandy Soil,Harvest,57,30,50.0,0
Chilli,Alluvial Soil,Vegetative Growth / Root or Tuber Development,89,34,38.0,0
Wheat,Black Soil,Harvest,5,20,85.9,0
Wheat,Sandy Soil,Seedling Stage,62,18,89.4,0
Tomato,Clay Soil,Seedling Stage,68,39,34.3,0
Tomato,Red Soil,Seedling Stage,55,17,86.9,1
Chilli,Black Soil,Flowering,11,31,77.5,0
Chilli,Loam Soil,Flowering,18,31,67.6,0
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,16,28,63.3,0
Wheat,Red Soil,Seedling Stage,42,35,56.4,0
Wheat,Black Soil,Pollination,95,25,81.2,0
Wheat,Black Soil,Germination,11,36,31.3,0
Wheat,Sandy Soil,Seedling Stage,21,41,21.2,1
Wheat,Loam Soil,Germination,34,45,25.0,1
Wheat,Sandy Soil,Pollination,18,19,75.3,0
Tomato,Clay Soil,Fruit/Grain/Bulb Formation,25,29,52.0,1
Chilli,Alluvial Soil,Germination,59,38,46.5,1
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,70,46,17.6,1
Wheat,Alluvial Soil,Flowering,55,26,76.9,1
Wheat,Alluvial Soil,Maturation,59,33,62.2,0
Wheat,Clay Soil,Seedling Stage,90,31,59.2,0
Potato,Red Soil,Harvest,79,27,69.2,1
Wheat,Black Soil,Maturation,17,42,22.8,1
Wheat,Red Soil,Fruit/Grain/Bulb Formation,6,24,84.4,0
Potato,Clay Soil,Vegetative Growth / Root or Tuber Development,71,22,85.2,0
Chilli,Black Soil,Vegetative Growth / Root or Tuber Development,20,16,90.2,0
Carrot,Loam Soil,Seedling Stage,19,28,35.8,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,4,18,88.1,0
Carrot,Red Soil,Germination,11,17,89.0,0
Chilli,Chalky Soil,Germination,68,19,84.7,0
Chilli,Sandy Soil,Pollination,27,21,72.1,1
Chilli,Clay Soil,Seedling Stage,41,17,90.8,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,93,30,86.1,0
Carrot,Red Soil,Fruit/Grain/Bulb Formation,5,42,24.9,1
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,61,29,66.8,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,36,16,86.4,0
Chilli,Alluvial Soil,Seedling Stage,33,30,75.3,1
Wheat,Sandy Soil,Pollination,9,39,28.9,1
Wheat,Black Soil,Flowering,21,21,88.6,0
Wheat,Black Soil,Germination,28,46,15.9,1
Chilli,Chalky Soil,Germination,95,38,43.7,0
Wheat,Loam Soil,Flowering,82,37,33.7,1
Carrot,Alluvial Soil,Vegetative Growth / Root or Tuber Development,3,26,78.2,1
Carrot,Red Soil,Germination,3,21,70.3,1
Chilli,Clay Soil,Pollination,20,30,66.3,0
Wheat,Black Soil,Seedling Stage,84,43,19.3,1
Wheat,Red Soil,Germination,61,43,21.9,0
Wheat,Sandy Soil,Flowering,23,32,44.5,1
Carrot,Alluvial Soil,Flowering,91,20,90.9,0
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,90,43,27.7,0
Wheat,Black Soil,Pollination,16,17,80.4,0
Wheat,Sandy Soil,Seedling Stage,79,43,19.5,1
Tomato,Sandy Soil,Seedling Stage,61,36,43.9,0
Chilli,Clay Soil,Seedling Stage,10,15,91.0,0
Wheat,Red Soil,Germination,63,45,32.0,1
Carrot,Sandy Soil,Germination,42,35,46.4,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,11,15,89.4,1
Potato,Loam Soil,Maturation,80,17,90.4,0
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,73,24,83.0,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,11,40,47.4,1
Potato,Black Soil,Seedling Stage,13,40,48.9,0
Wheat,Black Soil,Flowering,57,21,82.9,0
Potato,Clay Soil,Maturation,51,16,86.7,1
Chilli,Sandy Soil,Seedling Stage,60,30,36.9,1
Carrot,Sandy Soil,Germination,18,45,28.3,1
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,52,39,27.2,0
Tomato,Red Soil,Flowering,48,19,81.7,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,82,34,54.1,0
Wheat,Sandy Soil,Flowering,8,16,91.0,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,8,31,46.3,0
Chilli,Clay Soil,Flowering,15,30,40.3,1
Wheat,Clay Soil,Pollination,72,22,88.0,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,89,41,55.0,1
Carrot,Black Soil,Germination,71,42,25.9,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,55,35,31.8,1
Wheat,Loam Soil,Vegetative Growth / Root or Tuber Development,84,31,60.2,0
Potato,Clay Soil,Seedling Stage,37,41,16.5,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,3,19,90.3,0
Wheat,Red Soil,Germination,73,25,69.2,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,39,36,68.6,0
Chilli,Loam Soil,Vegetative Growth / Root or Tuber Development,6,29,82.8,1
Potato,Red Soil,Germination,8,26,55.5,1
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,12,42,20.6,1
Potato,Sandy Soil,Flowering,11,16,88.6,1
Chilli,Clay Soil,Seedling Stage,4,21,84.7,0
Tomato,Clay Soil,Seedling Stage,74,25,86.9,1
Wheat,Sandy Soil,Harvest,30,21,81.1,1
Wheat,Black Soil,Seedling Stage,2,18,83.2,0
Carrot,Black Soil,Seedling Stage,52,16,90.9,0
Tomato,Clay Soil,Harvest,5,24,81.8,1
Wheat,Black Soil,Pollination,37,20,88.0,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,89,16,87.7,0
Carrot,Sandy Soil,Flowering,62,20,85.6,0
Wheat,Clay Soil,Maturation,83,45,17.3,1
Carrot,Sandy Soil,Seedling Stage,57,35,77.7,0
Tomato,Chalky Soil,Germination,42,27,74.1,0
Carrot,Loam Soil,Germination,83,44,17.1,0
Chilli,Chalky Soil,Flowering,43,33,70.4,1
Wheat,Sandy Soil,Pollination,40,20,89.6,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,26,32,77.9,1
Chilli,Loam Soil,Germination,70,39,27.7,0
Wheat,Red Soil,Flowering,45,33,68.1,1
Wheat,Clay Soil,Germination,57,28,83.5,0
Carrot,Red Soil,Fruit/Grain/Bulb Formation,90,37,40.6,0
Wheat,Red Soil,Pollination,88,17,89.9,0
Potato,Clay Soil,Germination,14,31,49.6,0
Chilli,Red Soil,Germination,39,46,16.4,1
Wheat,Red Soil,Flowering,43,19,86.4,0
Tomato,Red Soil,Vegetative Growth / Root or Tuber Development,40,34,25.5,1
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,67,20,84.4,0
Tomato,Clay Soil,Flowering,30,17,88.0,1
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,4,22,80.4,0
Tomato,Loam Soil,Germination,65,32,41.9,1
Wheat,Clay Soil,Harvest,93,43,19.9,1
Wheat,Sandy Soil,Pollination,68,23,63.3,0
Potato,Chalky Soil,Fruit/Grain/Bulb Formation,27,16,90.5,0
Potato,Alluvial Soil,Vegetative Growth / Root or Tuber Development,3,23,75.4,0
Potato,Clay Soil,Harvest,20,33,63.8,0
Wheat,Clay Soil,Germination,23,18,85.0,1
Tomato,Clay Soil,Maturation,54,28,75.6,1
Carrot,Clay Soil,Vegetative Growth / Root or Tuber Development,35,34,54.7,1
Wheat,Clay Soil,Seedling Stage,58,18,90.1,0
Wheat,Clay Soil,Seedling Stage,7,25,81.4,0
Potato,Sandy Soil,Seedling Stage,3,15,89.8,0
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,36,23,90.5,1
Wheat,Sandy Soil,Germination,49,16,90.9,1
Chilli,Clay Soil,Seedling Stage,97,44,16.2,1
Carrot,Alluvial Soil,Seedling Stage,99,31,39.3,1
Chilli,Red Soil,Vegetative Growth / Root or Tuber Development,84,26,87.3,1
Wheat,Black Soil,Pollination,27,26,55.7,0
Wheat,Red Soil,Germination,51,37,44.7,1
Potato,Loam Soil,Fruit/Grain/Bulb Formation,40,19,88.0,0
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,11,41,35.0,1
Wheat,Black Soil,Flowering,49,25,44.0,1
Wheat,Red Soil,Flowering,72,21,87.5,1
Carrot,Black Soil,Flowering,46,14,90.8,0
Tomato,Clay Soil,Germination,7,18,89.6,0
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,16,20,85.4,0
Wheat,Sandy Soil,Pollination,62,20,73.1,0
Carrot,Sandy Soil,Germination,36,41,20.1,1
Chilli,Red Soil,Germination,63,28,81.0,0
Potato,Red Soil,Germination,64,14,91.0,0
Potato,Clay Soil,Pollination,86,15,89.8,0
Potato,Clay Soil,Flowering,26,39,58.4,1
Carrot,Red Soil,Flowering,2,14,91.0,0
Carrot,Loam Soil,Seedling Stage,50,40,20.3,0
Wheat,Clay Soil,Fruit/Grain/Bulb Formation,32,27,84.4,0
Wheat,Alluvial Soil,Flowering,51,14,91.0,0
Wheat,Sandy Soil,Pollination,6,38,47.7,0
Potato,Red Soil,Flowering,51,21,72.2,0
Wheat,Loam Soil,Flowering,81,32,50.6,0
Wheat,Alluvial Soil,Fruit/Grain/Bulb Formation,55,34,48.4,0
Wheat,Alluvial Soil,Flowering,13,37,24.0,0
Wheat,Loam Soil,Flowering,30,20,88.6,0
Wheat,Sandy Soil,Flowering,30,28,57.4,0
Chilli,Clay Soil,Seedling Stage,38,31,74.8,1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,74,42,29.9,1
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,67,31,64.8,1
Carrot,Alluvial Soil,Seedling Stage,59,18,85.8,0
Potato,Sandy Soil,Fruit/Grain/Bulb Formation,71,20,75.0,1
Carrot,Red Soil,Pollination,60,19,86.8,1
Wheat,Red Soil,Pollination,69,39,49.3,1
Wheat,Clay Soil,Harvest,14,34,64.4,1
Wheat,Sandy Soil,Seedling Stage,6,24,59.7,1
Wheat,Clay Soil,Germination,65,25,74.3,0
Chilli,Clay Soil,Flowering,35,19,88.5,0
Potato,Black Soil,Harvest,88,25,84.1,0
Carrot,Sandy Soil,Germination,76,32,42.4,0
Chilli,Clay Soil,Fruit/Grain/Bulb Formation,93,31,45.7,0
Wheat,Loam Soil,Harvest,90,16,90.2,1
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,4,17,89.4,0
Chilli,Sandy Soil,Pollination,27,19,82.7,1
Chilli,Loam Soil,Pollination,70,21,85.2,1
Wheat,Loam Soil,Pollination,59,41,45.4,0
Chilli,Sandy Soil,Germination,3,27,60.0,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,57,27,57.2,0
Chilli,Chalky Soil,Pollination,19,38,54.8,1
Chilli,Red Soil,Flowering,9,19,73.3,0
Wheat,Sandy Soil,Pollination,9,22,72.9,1
Carrot,Sandy Soil,Seedling Stage,47,40,37.2,1
Tomato,Black Soil,Germination,18,15,87.1,1
Wheat,Clay Soil,Seedling Stage,63,40,40.8,0
Tomato,Clay Soil,Germination,16,30,50.4,1
Wheat,Sandy Soil,Flowering,59,17,89.9,0
Chilli,Sandy Soil,Germination,8,16,91.0,0
Tomato,Loam Soil,Germination,28,42,18.1,1
Wheat,Sandy Soil,Maturation,52,21,83.3,0
Carrot,Clay Soil,Seedling Stage,25,17,90.1,0
Wheat,Red Soil,Pollination,25,15,90.2,0
Carrot,Sandy Soil,Pollination,69,32,38.1,1
Chilli,Chalky Soil,Germination,37,21,89.2,0
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,4,14,91.0,0
Wheat,Sandy Soil,Germination,21,14,91.0,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,4,19,81.8,1
Wheat,Clay Soil,Pollination,10,33,40.2,1
Chilli,Loam Soil,Seedling Stage,24,25,77.5,0
Potato,Sandy Soil,Pollination,45,21,70.2,0
Carrot,Sandy Soil,Germination,57,14,89.3,0
Carrot,Loam Soil,Germination,39,21,79.9,0
Carrot,Clay Soil,Flowering,34,15,91.0,0
Carrot,Red Soil,Seedling Stage,34,38,49.4,0
Chilli,Sandy Soil,Germination,16,20,83.4,0
Tomato,Loam Soil,Seedling Stage,20,37,58.7,0
Chilli,Loam Soil,Germination,4,32,48.0,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,59,31,47.6,0
Wheat,Loam Soil,Harvest,9,46,17.1,1
Wheat,Black Soil,Harvest,41,14,91.0,0
Carrot,Sandy Soil,Germination,39,27,83.7,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,17,38,35.7,1
Potato,Alluvial Soil,Flowering,33,34,31.5,1
Wheat,Sandy Soil,Harvest,36,25,77.3,1
Carrot,Black Soil,Pollination,6,35,46.3,0
Tomato,Red Soil,Pollination,2,32,22.7,1
Tomato,Clay Soil,Seedling Stage,27,29,83.1,0
Wheat,Sandy Soil,Pollination,85,16,90.3,1
Tomato,Clay Soil,Fruit/Grain/Bulb Formation,71,26,48.8,0
Wheat,Sandy Soil,Seedling Stage,26,18,90.8,0
Carrot,Sandy Soil,Germination,84,31,43.1,0
Tomato,Clay Soil,Maturation,79,36,35.3,1
Carrot,Red Soil,Germination,96,34,65.7,0
Tomato,Sandy Soil,Flowering,6,25,84.1,1
Carrot,Red Soil,Pollination,45,32,46.1,1
Chilli,Sandy Soil,Seedling Stage,10,29,77.9,1
Potato,Sandy Soil,Germination,27,35,79.5,1
Carrot,Alluvial Soil,Flowering,5,16,88.1,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,32,20,90.3,0
Wheat,Red Soil,Vegetative Growth / Root or Tuber Development,26,18,87.8,0
Wheat,Red Soil,Flowering,8,24,59.7,0
Wheat,Red Soil,Flowering,9,37,61.7,1
Wheat,Sandy Soil,Seedling Stage,27,30,66.2,1
Chilli,Clay Soil,Germination,57,21,87.6,0
Carrot,Red Soil,Seedling Stage,25,17,90.5,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,4,18,84.4,0
Wheat,Sandy Soil,Flowering,11,23,85.7,0
Wheat,Sandy Soil,Flowering,11,30,86.1,1
Carrot,Clay Soil,Harvest,13,25,89.0,1
Tomato,Loam Soil,Germination,35,39,21.3,1
Chilli,Sandy Soil,Flowering,14,14,91.0,0
Wheat,Red Soil,Germination,65,32,64.1,0
Wheat,Red Soil,Seedling Stage,19,15,90.7,0
Chilli,Black Soil,Seedling Stage,11,14,91.0,0
Wheat,Chalky Soil,Vegetative Growth / Root or Tuber Development,4,16,90.3,0
Tomato,Clay Soil,Pollination,55,37,54.5,0
Chilli,Sandy Soil,Flowering,69,34,45.8,0
Carrot,Sandy Soil,Vegetative Growth / Root or Tuber Development,60,24,70.4,0
Carrot,Sandy Soil,Seedling Stage,42,24,60.4,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,32,15,90.5,0
Wheat,Black Soil,Flowering,43,43,68.2,0
Wheat,Red Soil,Harvest,73,37,57.1,0
Carrot,Chalky Soil,Maturation,67,26,68.3,0
Wheat,Sandy Soil,Harvest,42,14,91.0,0
Wheat,Sandy Soil,Pollination,92,42,46.9,1
Wheat,Sandy Soil,Flowering,83,43,18.1,0
Chilli,Loam Soil,Flowering,39,31,68.1,0
Wheat,Sandy Soil,Flowering,72,44,19.3,1
Wheat,Red Soil,Seedling Stage,28,29,72.3,0
Potato,Black Soil,Germination,82,30,54.5,0
Wheat,Red Soil,Pollination,29,30,60.4,1
Carrot,Alluvial Soil,Harvest,39,24,76.1,0
Tomato,Sandy Soil,Flowering,10,23,86.9,1
Carrot,Red Soil,Seedling Stage,56,42,67.3,1
Potato,Black Soil,Germination,86,36,31.2,1
Wheat,Clay Soil,Seedling Stage,6,40,56.9,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,39,18,89.5,0
Chilli,Loam Soil,Fruit/Grain/Bulb Formation,52,35,72.7,1
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,72,35,38.2,0
Wheat,Sandy Soil,Germination,8,35,20.2,1
Potato,Sandy Soil,Pollination,17,39,61.7,0
Carrot,Loam Soil,Flowering,29,34,58.0,1
Tomato,Red Soil,Germination,73,20,90.1,0
Wheat,Black Soil,Maturation,19,15,89.9,0
Wheat,Black Soil,Harvest,65,25,74.0,0
Potato,Sandy Soil,Flowering,78,26,62.0,0
Tomato,Loam Soil,Seedling Stage,51,36,60.2,1
Tomato,Red Soil,Maturation,13,22,83.5,0
Potato,Clay Soil,Germination,14,37,27.8,1
Chilli,Loam Soil,Seedling Stage,33,34,43.8,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,60,15,90.0,0
Wheat,Clay Soil,Germination,56,44,20.9,1
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,23,35,76.4,1
Tomato,Sandy Soil,Seedling Stage,63,23,86.2,0
Carrot,Alluvial Soil,Seedling Stage,6,35,60.0,1
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,100,39,34.0,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,96,39,57.2,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,77,43,44.2,1
Tomato,Red Soil,Seedling Stage,45,42,31.8,0
Potato,Clay Soil,Harvest,45,32,51.0,1
Tomato,Red Soil,Flowering,89,24,66.1,0
Wheat,Loam Soil,Maturation,30,39,32.7,1
Carrot,Red Soil,Germination,98,19,90.0,0
Potato,Black Soil,Vegetative Growth / Root or Tuber Development,5,28,53.6,1
Tomato,Red Soil,Germination,17,38,54.8,1
Tomato,Red Soil,Seedling Stage,70,39,26.9,0
Tomato,Loam Soil,Flowering,47,29,70.8,0
Carrot,Sandy Soil,Germination,95,30,37.3,1
Chilli,Chalky Soil,Germination,38,15,77.2,0
Wheat,Red Soil,Flowering,81,21,53.4,0
Carrot,Black Soil,Vegetative Growth / Root or Tuber Development,28,27,83.6,0
Wheat,Sandy Soil,Flowering,31,28,66.7,1
Carrot,Loam Soil,Flowering,80,27,38.3,0
Potato,Sandy Soil,Germination,6,15,87.7,1
Wheat,Clay Soil,Seedling Stage,8,36,46.5,1
Wheat,Clay Soil,Seedling Stage,37,39,79.2,0
Wheat,Loam Soil,Fruit/Grain/Bulb Formation,89,18,90.0,0
Chilli,Red Soil,Seedling Stage,40,28,60.2,0
Potato,Black Soil,Harvest,78,35,49.1,0
Wheat,Alluvial Soil,Seedling Stage,22,40,45.0,0
Potato,Red Soil,Fruit/Grain/Bulb Formation,66,19,80.2,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,5,19,90.2,0
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,36,43,23.6,1
Potato,Clay Soil,Flowering,76,37,50.5,1
Wheat,Clay Soil,Germination,9,21,90.8,0
Tomato,Sandy Soil,Pollination,59,45,22.7,1
Wheat,Loam Soil,Flowering,93,26,81.0,1
Potato,Black Soil,Flowering,24,23,84.4,0
Wheat,Alluvial Soil,Vegetative Growth / Root or Tuber Development,91,21,77.9,0
Carrot,Loam Soil,Vegetative Growth / Root or Tuber Development,18,38,60.8,1
Tomato,Loam Soil,Flowering,40,23,86.1,1
Wheat,Sandy Soil,Pollination,52,45,16.3,1
Potato,Black Soil,Harvest,75,26,47.9,1
Potato,Red Soil,Fruit/Grain/Bulb Formation,15,39,63.0,0
Wheat,Sandy Soil,Harvest,95,42,21.8,0
Wheat,Clay Soil,Flowering,72,28,74.8,0
Chilli,Red Soil,Seedling Stage,13,25,86.6,0
Wheat,Red Soil,Pollination,67,46,16.0,0
Potato,Clay Soil,Germination,85,18,89.2,0
Wheat,Alluvial Soil,Flowering,11,36,53.8,0
Chilli,Chalky Soil,Seedling Stage,29,42,48.4,1
Chilli,Loam Soil,Vegetative Growth / Root or Tuber Development,41,23,79.8,1
Tomato,Loam Soil,Seedling Stage,42,32,53.2,1
Chilli,Sandy Soil,Vegetative Growth / Root or Tuber Development,90,43,20.4,1
Wheat,Black Soil,Seedling Stage,3,20,81.6,0
Tomato,Loam Soil,Germination,19,26,88.4,1
Tomato,Clay Soil,Vegetative Growth / Root or Tuber Development,73,24,87.7,0
Wheat,Sandy Soil,Fruit/Grain/Bulb Formation,21,46,18.1,1
Potato,Loam Soil,Germination,29,16,90.3,0
Tomato,Sandy Soil,Vegetative Growth / Root or Tuber Development,4,20,74.1,1
Wheat,Clay Soil,Harvest,44,23,64.2,0
Wheat,Black Soil,Seedling Stage,8,15,91.0,0
Chilli,Clay Soil,Vegetative Growth / Root or Tuber Development,13,22,78.8,0
Potato,Clay Soil,Flowering,71,28,69.9,0
Chilli,Sandy Soil,Germination,24,41,24.4,1
Potato,Sandy Soil,Vegetative Growth / Root or Tuber Development,12,25,82.5,0
Wheat,Sandy Soil,Flowering,2,17,90.4,0
Potato,Clay Soil,Pollination,96,40,42.4,0
Wheat,Sandy Soil,Seedling Stage,79,33,52.6,1
Carrot,Loam Soil,Flowering,89,19,52.6,0
Chilli,Black Soil,Seedling Stage,60,21,83.5,0
Wheat,Sandy Soil,Pollination,58,26,70.0,1
Chilli,Clay Soil,Seedling Stage,20,17,91.0,1
Wheat,Clay Soil,Pollination,27,42,53.9,1
Tomato,Clay Soil,Flowering,79,34,57.4,1
Wheat,Alluvial Soil,Maturation,39,17,82.8,0
Tomato,Clay Soil,Flowering,25,33,70.6,0
Chilli,Sandy Soil,Flowering,21,33,32.5,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,42,18,84.5,0
Tomato,Loam Soil,Flowering,12,14,91.0,0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,3,29,67.6,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,62,23,82.7,0
Tomato,Clay Soil,Maturation,9,34,38.3,1
Tomato,Sandy Soil,Germination,8,28,72.5,1
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,10,26,48.4,1
Carrot,Red Soil,Pollination,4,17,90.1,1
Wheat,Sandy Soil,Vegetative Growth / Root or Tuber Development,58,33,55.9,0
Tomato,Black Soil,Vegetative Growth / Root or Tuber Development,8,22,59.9,1
Wheat,Sandy Soil,Flowering,16,37,77.2,0
Wheat,Red Soil,Seedling Stage,75,32,31.6,1
Carrot,Clay Soil,Maturation,57,25,61.2,0
Wheat,Loam Soil,Flowering,62,38,27.0,0
Wheat,Sandy Soil,Germination,48,46,23.1,1
Potato,Black Soil,Harvest,9,31,73.5,1
Potato,Sandy Soil,Flowering,33,16,90.0,1
Chilli,Chalky Soil,Germination,13,14,91.0,0
Tomato,Alluvial Soil,Flowering,16,29,79.5,1
Wheat,Sandy Soil,Harvest,100,44,17.9,0
Carrot,Loam Soil,Maturation,42,22,82.3,1
Wheat,Clay Soil,Pollination,17,31,74.8,1
Carrot,Loam Soil,Seedling Stage,17,31,79.0,1
Carrot,Black Soil,Pollination,91,37,33.3,0
Wheat,Clay Soil,Vegetative Growth / Root or Tuber Development,44,18,90.1,0
Wheat,Loam Soil,Seedling Stage,69,20,84.4,0
Wheat,Sandy Soil,Flowering,74,27,79.2,0
Potato,Clay Soil,Flowering,66,22,69.9,0
Tomato,Loam Soil,Vegetative Growth / Root or Tuber Development,59,15,88.8,0
Tomato,Red Soil,Pollination,70,41,23.3,0
Tomato,Red Soil,Seedling Stage,93,27,72.4,1
Tomato,Sandy Soil,Fruit/Grain/Bulb Formation,25,32,63.2,0
Carrot,Loam Soil,Seedling Stage,16,25,78.3,0
Wheat,Sandy Soil,Seedling Stage,39,19,80.2,0
Wheat,Alluvial Soil,Pollination,44,31,71.2,1
Potato,Sandy Soil,Germination,13,15,90.9,0
Wheat,Black Soil,Pollination,97,42,28.4,0
Tomato,Sandy Soil,Seedling Stage,72,23,85.3,0
Chilli,Red Soil,Flowering,59,35,73.4,1
Wheat,Sandy Soil,Flowering,28,19,89.2,0
Tomato,Loam Soil,Flowering,56,39,34.4,0
Wheat,Red Soil,Fruit/Grain/Bulb Formation,84,35,35.6,0
Wheat,Sandy Soil,Pollination,15,15,91.0,1
Wheat,Alluvial Soil,Harvest,77,41,25.8,1
